Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
159426,1 BHK Ready to Occupy Flat for sale Siolim,"Siolim, Goa has an attractive 1 BHK Flat for sale. This flat is available as a resale property. This ready to move property in Siolim is readily available within an affordable cost of INR 55 Lac. This furnished flat is strategically designed with all the amenities to enhance the living experience.",55 Lac ,,goa,36 sqm,Ready to Move,1 out of 3,Resale,Furnished,,,,1,1,1 Open,Freehold,,,
57801, Studio Apartment for sale Gurgaon,This flat is an attractive property for sale. This ready to move flat in comes at an affordable price of INR 45 Lac. It is a semi-furnished apartment.,Call for Price,,gurgaon,700 sqft,Ready to Move,2 out of 23,New Property,Semi-Furnished,,,,2,1,,,,,
172838,1 BHK Ready to Occupy Flat for sale Vishwanath Apartment Jailroad Dasak Nashik,"Vishwanath Apartment Jailroad Dasak, Nashik has an attractive 1 BHK Flat for sale. This flat for resale is a choice property. Located in Vishwanath Apartment Jailroad Dasak, this ready to move apartment is sold at a fair selling price of INR 21 Lac. The flat is sold in unfurnished condition. The property is constructed with proximity to major landmarks like dasak stop near bpcl aadhav cng pump.",Call for Price,,nashik,,Ready to Move,3 out of 3,Resale,Unfurnished,East,Main Road,,1,1,,Freehold,575 sqft,,
82512,3 BHK Ready to Occupy Flat for sale Vaishali Nagar,"This beautiful 3 BHK Flat is available for sale in Vaishali Nagar, Jaipur. This flat for sale is a choice property. Located in Vaishali Nagar, this ready to move apartment is sold at a fair selling price of INR 51 Lac. This contemporary apartment is furnished. Significant landmarks in its proximity are near sophia school.",51 Lac ,3764.0,jaipur,892 sqft,Ready to Move,Ground out of 5,New Property,Furnished,North,Main Road,,3,3,1 Covered,Freehold,,,
20383,2 BHK Ready to Occupy Flat for sale Kengeri Satellite Town,"This exquisite 2 BHK Flat is offered for sale in Kengeri Satellite Town, Bangalore. This is a desirable apartment for resale. This apartment in one of the significant areas of Kengeri Satellite Town is ready to move, and can be purchased at the best price of INR 35 Lac. It is a semi-furnished apartment.",35 Lac ,3846.0,bangalore,,Ready to Move,3 out of 4,Resale,Semi-Furnished,,,,2,,,,910 sqft,,
27980,3 BHK Ready to Occupy Flat for sale in DLF Westend Heights Btm Layout,"This attractive 3 BHK apartment can be found for sale in BTM Layout, Bangalore. It is housed in the well-planned Dlf Westend Heights township in an advantageous location. This flat for resale is a choice property. This ready to move flat in BTM Layout can be taken at a very economical pricing of INR 80 Lac. Available in semi-furnished state, this flat is a great buy.",80 Lac ,5333.0,bangalore,,Ready to Move,7 out of 19,Resale,Semi-Furnished,,,,2,,,,1500 sqft,,
74211,3 BHK Ready to Occupy Flat for sale in Silicon Ridge Attapur,"This gorgeous 3 BHK Flat is available for sale in Attapur, Hyderabad. It enjoys an excellent location within the Silicon Ridge. This flat is available as a resale property. In Attapur, this ready to move flat is available at an attractive price of INR 1.07 Cr. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities. Some nearby landmarks are mcube mall asian cinema..",1.07 Cr ,6004.0,hyderabad,1700 sqft,Ready to Move,4 out of 5,Resale,Semi-Furnished,North,Garden/Park,,3,2,1 Covered,Freehold,,,
146547,3 BHK Ready to Occupy Flat for sale in Xrbia Township Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,3 BHK flat available for sale in Pune in the prime location of Hinjewadi Phase 3. This flat is placed in a marvellous location within the Xrbia Township complex. This flat is an attractive property for resale. This ready to move flat in Hinjewadi Phase 3 is available for a reasonable price of INR 45 Lac. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience.,45 Lac ,4688.0,pune,,Ready to Move,3 out of 8,Resale,Semi-Furnished,,,Xrbia Township,2,,,,960 sqft,,
98997,2 BHK Ready to Occupy Flat for sale in DLF New Town Heights Rajarhat,"2 BHK, Multistorey Apartment is available for Sale in Rajarhat, Kolkata for 72.0 Lac(s)",72 Lac ,5728.0,kolkata,900 sqft,Ready to Move,2 out of 18,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",DLF New Town Heights,2,2,,,,,
159988,2 BHK Ready to Occupy Flat for sale Seraulim,"This beautiful 2 BHK Flat is available for sale in Seraulim, Goa. This is a desirable apartment for resale. This ready to move flat in Seraulim can be availed at a reasonable price of INR 46 Lac. The flat is semi-furnished and makes for an ideal choice for any family.",46 Lac ,4912.0,goa,,Ready to Move,2 out of 3,Resale,Semi-Furnished,,,,2,,,,87 sqm,,
75005,3 BHK Ready to Occupy Flat for sale Manikonda Jagir,"One can find this stunning 3 BHK flat for sale in Manikonda Jagir, Hyderabad. Invest your valuable money in this flat that is for resale. This apartment ready to move in the Manikonda Jagir is available for an attractive price of INR 1.40 Cr. The flat is sold in semi-furnished condition.",1.40 Cr ,6931.0,hyderabad,1700 sqft,Ready to Move,2 out of 5,Resale,Semi-Furnished,East,Main Road,,3,2,,Freehold,,,
75900,2 BHK Ready to Occupy Flat for sale North Lalaguda,"North Lalaguda, Hyderabad has an appealing 2 BHK flat for sale with various amenities. This flat for resale is the perfect property for you! The ready to move flat in North Lalaguda is all ready for sale at a low-priced budget of INR 35 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",35 Lac ,,hyderabad,770 sqft,Ready to Move,2 out of 2,Resale,Unfurnished,West,,,2,1,,Freehold,,,
160473,2 BHK Ready to Occupy Flat for sale in Samridhi Grand Avenue Iconic Towers Techzone 4,"This beautiful 2 BHK Flat is available for sale in Techzone 4, Greater Noida. Strategically situated in the Samridhi Grand Avenue Iconic Towers site, it is placed at a prime location. This flat for resale is a choice property. In Techzone 4, this ready to move flat is available at an attractive price of INR 70 Lac. The flat is sold in furnished condition.",70 Lac ,6481.0,greater-noida,,Ready to Move,2 out of 21,Resale,Furnished,East,Main Road,Samridhi Grand Avenue Iconic Towers,2,4,,Freehold,1080 sqft,,
31636,2 BHK Ready to Occupy Flat for sale in SB Temple Tree Bommanahalli,,1.17 Cr ,9161.0,bangalore,,Ready to Move,,New Property,Unfurnished,,,,2,,1 Covered,,1285 sqft,,
148505,2 BHK Ready to Occupy Flat for sale Chikhalnthana,"One can find this stunning 2 BHK flat for sale in Chikhalnthana, Aurangabad. This flat for resale has a desirable location. This ready to move flat in Chikhalnthana can be taken at a very economical pricing of INR 28 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",28 Lac ,5333.0,aurangabad,,Ready to Move,2 out of 3,Resale,Unfurnished,,,,1,,,,525 sqft,,
35124,2 BHK Ready to Occupy Flat for sale in Divyasree Elan Ambalipura Haralur,"Creatively planned and constructed is a 2 BHK flat for sale in Ambalipura, Bangalore. Strategically situated in the Divyasree Elan site, it is placed at a prime location. This flat for resale is the perfect property for you! Available at a reasonable selling price of INR 90 Lac, this ready to move apartment in Ambalipura is a great buy. Available in semi-furnished state, this flat is a great buy.",90 Lac ,6923.0,bangalore,,Ready to Move,Ground out of 10,Resale,Semi-Furnished,,,,2,,,,1300 sqft,,
136819,3 BHK Ready to Occupy Flat for sale in Harmony Apartment Dwarka Sector 23,"Dwarka Sector 23, New Delhi has an appealing 3 BHK flat for sale with various amenities. Situated in the Harmony Apartment township, it has a prime location. This apartment for resale is a great choice. You can buy this ready to move flat in Dwarka Sector 23 at a reasonable price of INR 2.35 Cr. The apartment is semi-furnished. Landmarks near the apartment include paramount international school.",2.35 Cr ,10930.0,new-delhi,1760 sqft,Ready to Move,6 out of 8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Harmony Apartment,4,3,"1 Covered,",Freehold,,,
102674,2 BHK Ready to Occupy Flat for sale Action Area I,"2 BHK, Builder Floor Apartment is available for Sale in Action Area I, Kolkata for 68.0 Lac(s)",68 Lac ,6182.0,kolkata,890 sqft,Ready to Move,2 out of 4,Resale,Unfurnished,North - East,,,2,1,,Freehold,,,
85137,3 BHK Ready to Occupy Flat for sale Ramchandrapura,This ready to move-in 3 BHK flat is available for sale at the premium Ramchandrapura in Jaipur. This apartment is a property of choice for resale. This ready to move flat is offered at an economical price of INR 40 Lac. The flat is semi-furnished and makes for an ideal choice for any family.,Call for Price,,jaipur,1190 sqft,Ready to Move,13 out of 15,Resale,Semi-Furnished,South - East,"Main Road, Garden/Park",,2,2,,Freehold,,,
136765,4 BHK Ready to Occupy Flat for sale in Hamdam Apartment Dwarka Sector 18,"Up for immediate sale is a 4 BHK apartment in Dwarka Sector 18, New Delhi. Don't miss this bargain flat for sale. This flat is situated within the renown township of Hamdam Apartment. This flat for resale is a choice property. This ready to move flat in Dwarka Sector 18 can be taken at a very economical pricing of INR 2.68 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. The flat is in close proximity to prominent landmarks like venkateshwar hospital.",2.68 Cr ,11167.0,new-delhi,2100 sqft,Ready to Move,8 out of 10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",Hamdam Apartment,3,4,"1 Covered,",Freehold,,,
153175,3 BHK Ready to Occupy Flat for sale in Sikka Kimaya Greens Sahastradhara Road,"This beautiful 3 BHK Flat is available for sale in Sahastradhara Road, Dehradun. Situated in the excellent Sikka Kimaya Greens township. The flat enjoys a prime location. This flat for sale is the perfect property for you! This ready to move property in Sahastradhara Road is readily available within an affordable cost of INR 1.27 Cr. The flat is semi-furnished and makes for an ideal choice for any family. near by helipad are a few nearby landmarks.",1.27 Cr ,5582.0,dehradun,,Ready to Move,3 out of 7,New Property,Semi-Furnished,West,"Pool, Garden/Park",Sikka Kimaya Greens,3,2,,Leasehold,2275 sqft,,
155196,3 BHK Ready to Occupy Flat for sale in BPTP Park Elite Floors Sector 85,"Sector 85, Faridabad has an attractive 3 BHK Flat for sale. Situated in the Bptp Park Elite Floors township, it has a prime location. This flat for resale is a choice property. Available at a reasonable selling price of INR 46 Lac, this ready to move apartment in Sector 85 is a great buy. It is a unfurnished apartment. st. peter school are some major landmarks near the apartment.",Call for Price,,faridabad,960 sqft,Ready to Move,2 out of 3,Resale,Unfurnished,North,Main Road,BPTP Park Elite Floors,2,3,1 Open,Freehold,,,
40377,3 BHK Ready to Occupy Flat for sale in Victoria Towers Kazhipattur,"Carefully laid out in the prime location of Kazhipattur in Chennai, this spacious 3 BHK flat on sale is a meticulously planned project. This flat is situated in the Victoria Towers township and is equipped with premium facilities. This flat is an attractive property for resale. The ready to move flat in the prime area of Kazhipattur is available at a reasonable price of INR 75 Lac. The flat is available in semi-furnished condition.",75 Lac ,3776.0,chennai,,Ready to Move,6 out of 11,Resale,Semi-Furnished,,,,3,,,,1986 sqft,,
45306,3 BHK Ready to Occupy Flat for sale Chamiers Road,"One can find this stunning 3 BHK flat for sale in Chamiers Road, Chennai. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! The ready to move flat in Chamiers Road is all ready for sale at a low-priced budget of INR 1.89 Cr. The flat is available in semi-furnished condition.",1.89 Cr ,11962.0,chennai,,Ready to Move,,Resale,Semi-Furnished,North,Main Road,,3,,2 Covered,Freehold,1580 sqft,,
12669,4 BHK Ready to Occupy Flat for sale in Cloud 9 Nehru Nagar Ambawadi,"Up for immediate sale is a 4 BHK apartment in Nehru Nagar, Ahmedabad. Don't miss this bargain flat for sale. Located in the Cloud 9 township, the flat enjoys access to the prime spots in the city. This flat for sale is a choice property. This ready to move flat in Nehru Nagar can be availed at a reasonable price of INR 2.11 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. satellite rd, niyojan nagar, nehru nagar, ambawadi, ahmedabad, gujarat 380015 are some major landmarks near the apartment.",2.11 Cr ,7170.0,ahmedabad,1707 sqft,Ready to Move,6 out of 14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Cloud 9,4,1,2 Covered,Freehold,,,
11770,2 BHK Ready to Occupy Flat for sale in Pooja Apartment Maninagar,"Have a look at this immaculate 2 BHK flat for sale in Maninagar, Ahmedabad. It enjoys an excellent location within the Pooja Apartment. This is one of the best properties available for resale. This apartment in one of the significant areas of Maninagar is ready to move, and can be purchased at the best price of INR 65 Lac. It is a unfurnished apartment.",65 Lac ,6878.0,ahmedabad,105 sqyrd,Ready to Move,3 out of 4,Resale,Unfurnished,East,Main Road,Pooja Apartment,2,2,,Freehold,,,
53241, Studio Apartment for sale Gurgaon,This flat is an attractive property for sale. This ready to move flat in comes at an affordable price of INR 45 Lac. It is a semi-furnished apartment.,Call for Price,,gurgaon,700 sqft,Ready to Move,2 out of 23,New Property,Semi-Furnished,,,,2,1,,,,,
